date,pd_type,pd_count
2024-02-15,ati_all,170106
2024-02-15,dac,2984
2024-02-15,contracts_nil,75
2024-02-15,contractsa,398
2024-02-15,grants,984264
2024-02-15,grants_nil,171
2024-02-15,reclassification,11286
2024-02-15,reclassification_nil,874
2024-02-15,travela,492
2024-02-15,travelq,94726
2024-02-15,travelq_nil,1996
2024-02-15,hospitalityq,23091
2024-02-15,briefingt,104571
2024-02-15,ati_nil,3151
2024-02-15,qpnotes,5273
2024-02-15,wrongdoing,47
2024-02-15,adminaircraft,20
2024-02-15,transition,69
2024-02-15,transition_deputy,48
2024-02-15,parliament_report,371
2024-02-15,parliament_committee,273
2024-02-15,parliament_committee_deputy,242
2024-02-15,contracts,1058651
2024-02-15,hospitalityq_nil,3316
2024-02-14,grants_nil,171
2024-02-14,qpnotes,5273
2024-02-14,parliament_committee,273
2024-02-14,dac,2961
2024-02-14,reclassification_nil,874
2024-02-14,reclassification,11286
2024-02-14,contracts_nil,75
2024-02-14,transition,69
2024-02-14,wrongdoing,47
2024-02-14,travelq,94701
2024-02-14,adminaircraft,20
2024-02-14,parliament_report,371
2024-02-14,ati_all,170101
2024-02-14,parliament_committee_deputy,242
2024-02-14,transition_deputy,48
2024-02-14,contracts,1058651
2024-02-14,ati_nil,3150
2024-02-14,hospitalityq,23080
2024-02-14,travela,492
2024-02-14,hospitalityq_nil,3292
2024-02-14,contractsa,398
2024-02-14,grants,984264
2024-02-14,travelq_nil,1995
2024-02-14,briefingt,104572
2024-02-13,travelq,94698
2024-02-13,contractsa,398
2024-02-13,qpnotes,5273
2024-02-13,dac,2958
2024-02-13,parliament_committee_deputy,242
2024-02-13,contracts_nil,75
2024-02-13,travela,490
2024-02-13,ati_nil,3148
2024-02-13,parliament_committee,273
2024-02-13,parliament_report,371
2024-02-13,wrongdoing,47
2024-02-13,grants,984264
2024-02-13,ati_all,170087
2024-02-13,travelq_nil,1994
2024-02-13,transition_deputy,48
2024-02-13,adminaircraft,20
2024-02-13,contracts,1058650
2024-02-13,briefingt,104571
2024-02-13,transition,69
2024-02-13,hospitalityq_nil,3291
2024-02-13,reclassification,11285
2024-02-13,reclassification_nil,867
2024-02-13,hospitalityq,23077
2024-02-13,grants_nil,171
2024-02-12,hospitalityq,23077
2024-02-12,grants,984264
2024-02-12,contracts,1058650
2024-02-12,ati_nil,3148
2024-02-12,wrongdoing,47
2024-02-12,dac,2949
2024-02-12,grants_nil,171
2024-02-12,travelq_nil,1994
2024-02-12,parliament_report,371
2024-02-12,transition,69
2024-02-12,briefingt,104552
2024-02-12,parliament_committee,273
2024-02-12,adminaircraft,20
2024-02-12,qpnotes,5273
2024-02-12,transition_deputy,48
2024-02-12,travelq,94666
2024-02-12,ati_all,170086
2024-02-12,reclassification,11285
2024-02-12,contracts_nil,75
2024-02-12,hospitalityq_nil,3291
2024-02-12,contractsa,398
2024-02-12,travela,489
2024-02-12,parliament_committee_deputy,242
2024-02-12,reclassification_nil,867
2024-02-11,dac,2949
2024-02-11,travelq,94666
2024-02-11,transition,69
2024-02-11,contracts_nil,75
2024-02-11,adminaircraft,20
2024-02-11,contractsa,398
2024-02-11,reclassification_nil,867
2024-02-11,ati_all,170086
2024-02-11,grants_nil,171
2024-02-11,qpnotes,5273
2024-02-11,parliament_report,371
2024-02-11,parliament_committee,273
2024-02-11,parliament_committee_deputy,242
2024-02-11,transition_deputy,48
2024-02-11,ati_nil,3148
2024-02-11,wrongdoing,47
2024-02-11,briefingt,104552
2024-02-11,reclassification,11285
2024-02-11,hospitalityq_nil,3291
2024-02-11,contracts,1058650
2024-02-11,travelq_nil,1994
2024-02-11,grants,984264
2024-02-11,travela,489
2024-02-11,hospitalityq,23077
2024-02-10,travelq_nil,1994
2024-02-10,ati_all,170086
2024-02-10,grants_nil,171
2024-02-10,reclassification_nil,867
2024-02-10,hospitalityq,23077
2024-02-10,hospitalityq_nil,3291
2024-02-10,transition_deputy,47
2024-02-10,wrongdoing,47
2024-02-10,contracts,1058650
2024-02-10,reclassification,11285
2024-02-10,transition,69
2024-02-10,dac,2949
2024-02-10,parliament_report,371
2024-02-10,travela,489
2024-02-10,contractsa,398
2024-02-10,travelq,94666
2024-02-10,briefingt,104552
2024-02-10,adminaircraft,20
2024-02-10,parliament_committee_deputy,242
2024-02-10,parliament_committee,273
2024-02-10,contracts_nil,75
2024-02-10,grants,984264
2024-02-10,qpnotes,5273
2024-02-10,ati_nil,3148
2024-02-09,wrongdoing,47
2024-02-09,parliament_committee,273
2024-02-09,transition,69
2024-02-09,contracts,1058589
2024-02-09,grants,984264
2024-02-09,parliament_committee_deputy,242
2024-02-09,briefingt,104545
2024-02-09,transition_deputy,47
2024-02-09,contractsa,398
2024-02-09,ati_all,170080
2024-02-09,adminaircraft,20
2024-02-09,hospitalityq,23075
2024-02-09,ati_nil,3147
2024-02-09,reclassification,11283
2024-02-09,reclassification_nil,867
2024-02-09,travelq,94663
2024-02-09,grants_nil,171
2024-02-09,hospitalityq_nil,3291
2024-02-09,contracts_nil,75
2024-02-09,qpnotes,5273
2024-02-09,parliament_report,371
2024-02-09,travela,489
2024-02-09,travelq_nil,1994
2024-02-09,dac,2942
2024-02-08,travela,489
2024-02-08,reclassification,11283
2024-02-08,hospitalityq_nil,3291
2024-02-08,ati_nil,3143
2024-02-08,travelq_nil,1994
2024-02-08,grants,984201
2024-02-08,contracts,1058553
2024-02-08,wrongdoing,47
2024-02-08,briefingt,104523
2024-02-08,hospitalityq,23079
2024-02-08,parliament_committee,272
2024-02-08,adminaircraft,20
2024-02-08,contracts_nil,75
2024-02-08,reclassification_nil,867
2024-02-08,travelq,94620
2024-02-08,dac,2936
2024-02-08,ati_all,170067
2024-02-08,parliament_committee_deputy,242
2024-02-08,qpnotes,5273
2024-02-08,grants_nil,171
2024-02-08,transition_deputy,47
2024-02-08,contractsa,398
2024-02-08,transition,69
2024-02-08,parliament_report,371
2024-02-07,wrongdoing,47
2024-02-07,hospitalityq_nil,3289
2024-02-07,grants,984201
2024-02-07,hospitalityq,23079
2024-02-07,transition,69
2024-02-07,ati_all,170047
2024-02-07,contracts_nil,75
2024-02-07,adminaircraft,20
2024-02-07,travelq_nil,1993
2024-02-07,qpnotes,5273
2024-02-07,travelq,94618
2024-02-07,reclassification_nil,867
2024-02-07,grants_nil,171
2024-02-07,parliament_committee,272
2024-02-07,parliament_report,371
2024-02-07,transition_deputy,47
2024-02-07,ati_nil,3140
2024-02-07,contractsa,398
2024-02-07,travela,489
2024-02-07,reclassification,11281
2024-02-07,contracts,1058440
2024-02-07,parliament_committee_deputy,242
2024-02-07,briefingt,104523
2024-02-07,dac,2936
2024-02-06,parliament_committee_deputy,242
2024-02-06,parliament_report,371
2024-02-06,briefingt,104523
2024-02-06,wrongdoing,47
2024-02-06,qpnotes,5273
2024-02-06,adminaircraft,20
2024-02-06,reclassification_nil,867
2024-02-06,grants_nil,171
2024-02-06,grants,984201
2024-02-06,hospitalityq,23079
2024-02-06,travelq,94606
2024-02-06,contracts_nil,75
2024-02-06,ati_all,170043
2024-02-06,transition_deputy,47
2024-02-06,transition,69
2024-02-06,reclassification,11281
2024-02-06,contracts,1058440
2024-02-06,ati_nil,3132
2024-02-06,contractsa,398
2024-02-06,hospitalityq_nil,3289
2024-02-06,dac,2932
2024-02-06,travelq_nil,1993
2024-02-06,travela,489
2024-02-06,parliament_committee,272
2024-02-05,ati_nil,3130
2024-02-05,ati_all,170042
2024-02-05,adminaircraft,20
2024-02-05,briefingt,104414
2024-02-05,parliament_committee_deputy,242
2024-02-05,reclassification_nil,867
2024-02-05,contracts_nil,75
2024-02-05,reclassification,11281
2024-02-05,contractsa,398
2024-02-05,hospitalityq_nil,3289
2024-02-05,travela,489
2024-02-05,qpnotes,5273
2024-02-05,grants,984201
2024-02-05,contracts,1058440
2024-02-05,wrongdoing,47
2024-02-05,transition_deputy,47
2024-02-05,parliament_report,371
2024-02-05,transition,69
2024-02-05,hospitalityq,23078
2024-02-05,travelq,94589
2024-02-05,grants_nil,171
2024-02-05,parliament_committee,272
2024-02-05,dac,2920
2024-02-05,travelq_nil,1993
2024-02-04,reclassification,11281
2024-02-04,contracts,1058440
2024-02-04,dac,2920
2024-02-04,contractsa,398
2024-02-04,transition_deputy,47
2024-02-04,contracts_nil,75
2024-02-04,qpnotes,5273
2024-02-04,travelq,94589
2024-02-04,transition,69
2024-02-04,parliament_committee_deputy,242
2024-02-04,hospitalityq,23078
2024-02-04,grants,984201
2024-02-04,travela,489
2024-02-04,ati_nil,3130
2024-02-04,ati_all,170042
2024-02-04,travelq_nil,1993
2024-02-04,grants_nil,171
2024-02-04,hospitalityq_nil,3289
2024-02-04,adminaircraft,20
2024-02-04,parliament_committee,272
2024-02-04,parliament_report,371
2024-02-04,briefingt,104414
2024-02-04,reclassification_nil,867
2024-02-04,wrongdoing,47
2024-02-03,ati_all,170042
2024-02-03,hospitalityq_nil,3289
2024-02-03,briefingt,104414
2024-02-03,qpnotes,5273
2024-02-03,wrongdoing,47
2024-02-03,dac,2920
2024-02-03,contractsa,398
2024-02-03,ati_nil,3130
2024-02-03,reclassification_nil,867
2024-02-03,transition_deputy,47
2024-02-03,travelq_nil,1993
2024-02-03,travelq,94589
2024-02-03,parliament_report,371
2024-02-03,grants_nil,171
2024-02-03,transition,69
2024-02-03,hospitalityq,23078
2024-02-03,travela,489
2024-02-03,parliament_committee,272
2024-02-03,contracts,1058440
2024-02-03,contracts_nil,75
2024-02-03,parliament_committee_deputy,242
2024-02-03,adminaircraft,20
2024-02-03,grants,984201
2024-02-03,reclassification,11281
2024-02-02,parliament_report,371
2024-02-02,contracts_nil,75
2024-02-02,qpnotes,5273
2024-02-02,travelq,94498
2024-02-02,reclassification,11281
2024-02-02,grants_nil,171
2024-02-02,reclassification_nil,866
2024-02-02,parliament_committee_deputy,241
2024-02-02,travela,489
2024-02-02,ati_nil,3127
2024-02-02,dac,2917
2024-02-02,parliament_committee,272
2024-02-02,briefingt,104410
2024-02-02,transition_deputy,47
2024-02-02,hospitalityq_nil,3289
2024-02-02,transition,69
2024-02-02,hospitalityq,22998
2024-02-02,adminaircraft,20
2024-02-02,contracts,1058396
2024-02-02,ati_all,170037
2024-02-02,contractsa,398
2024-02-02,travelq_nil,1993
2024-02-02,wrongdoing,47
2024-02-02,grants,984202
2024-02-01,ati_nil,3122
2024-02-01,parliament_committee,272
2024-02-01,reclassification_nil,866
2024-02-01,grants,983214
2024-02-01,briefingt,104397
2024-02-01,adminaircraft,20
2024-02-01,contractsa,398
2024-02-01,parliament_committee_deputy,241
2024-02-01,hospitalityq_nil,3287
2024-02-01,reclassification,11275
2024-02-01,wrongdoing,47
2024-02-01,contracts_nil,75
2024-02-01,parliament_report,371
2024-02-01,transition_deputy,47
2024-02-01,dac,2917
2024-02-01,hospitalityq,22986
2024-02-01,travela,489
2024-02-01,travelq,94466
2024-02-01,grants_nil,171
2024-02-01,contracts,1057282
2024-02-01,transition,69
2024-02-01,ati_all,169904
2024-02-01,qpnotes,5273
2024-02-01,travelq_nil,1991
2024-01-31,dac,2917
2024-01-31,travelq,94291
2024-01-31,hospitalityq_nil,3283
2024-01-31,hospitalityq,22959
2024-01-31,travelq_nil,1991
2024-01-31,grants,977813
2024-01-31,contractsa,398
2024-01-31,grants_nil,169
2024-01-31,travela,489
2024-01-31,reclassification_nil,862
2024-01-31,ati_all,169595
2024-01-31,qpnotes,5273
2024-01-31,reclassification,11267
2024-01-31,wrongdoing,47
2024-01-31,transition_deputy,47
2024-01-31,parliament_committee_deputy,241
2024-01-31,contracts,1048086
2024-01-31,parliament_committee,272
2024-01-31,transition,69
2024-01-31,ati_nil,3122
2024-01-31,adminaircraft,20
2024-01-31,briefingt,104162
2024-01-31,contracts_nil,74
2024-01-31,parliament_report,371
2024-01-30,ati_nil,3109
2024-01-30,parliament_report,370
2024-01-30,parliament_committee,271
2024-01-30,dac,2917
2024-01-30,parliament_committee_deputy,241
2024-01-30,wrongdoing,47
2024-01-30,grants_nil,169
2024-01-30,travelq,94060
2024-01-30,contracts,1043323
2024-01-30,hospitalityq_nil,3277
2024-01-30,reclassification_nil,861
2024-01-30,adminaircraft,20
2024-01-30,travelq_nil,1990
2024-01-30,contracts_nil,74
2024-01-30,grants,963094
2024-01-30,hospitalityq,22924
2024-01-30,contractsa,398
2024-01-30,briefingt,103692
2024-01-30,ati_all,169419
2024-01-30,transition,69
2024-01-30,travela,489
2024-01-30,transition_deputy,47
2024-01-30,qpnotes,5273
2024-01-30,reclassification,11251
2024-01-28,briefingt,103411
2024-01-28,contracts,1039660
2024-01-28,adminaircraft,20
2024-01-28,travelq_nil,1990
2024-01-28,hospitalityq_nil,3270
2024-01-28,parliament_committee_deputy,241
2024-01-28,reclassification_nil,860
2024-01-28,transition,69
2024-01-28,travela,489
2024-01-28,ati_all,169387
2024-01-28,contractsa,398
2024-01-28,transition_deputy,47
2024-01-28,contracts_nil,74
2024-01-28,dac,2917
2024-01-28,grants_nil,168
2024-01-28,hospitalityq,22884
2024-01-28,ati_nil,3106
2024-01-28,parliament_committee,271
2024-01-28,wrongdoing,47
2024-01-28,grants,952033
2024-01-28,parliament_report,370
2024-01-28,travelq,93816
2024-01-28,qpnotes,5272
2024-01-28,reclassification,11251
2024-01-27,adminaircraft,20
2024-01-27,grants,952031
2024-01-27,travela,489
2024-01-27,parliament_committee,271
2024-01-27,contracts_nil,74
2024-01-27,transition,69
2024-01-27,hospitalityq,22884
2024-01-27,travelq_nil,1990
2024-01-27,ati_nil,3106
2024-01-27,hospitalityq_nil,3270
2024-01-27,reclassification_nil,860
2024-01-27,parliament_report,370
2024-01-27,wrongdoing,47
2024-01-27,travelq,93816
2024-01-27,briefingt,103411
2024-01-27,parliament_committee_deputy,241
2024-01-27,qpnotes,5272
2024-01-27,ati_all,169387
2024-01-27,transition_deputy,47
2024-01-27,contracts,1039660
2024-01-27,dac,2917
2024-01-27,reclassification,11251
2024-01-27,contractsa,398
2024-01-27,grants_nil,168
2024-01-26,ati_nil,3106
2024-01-26,transition,69
2024-01-26,contracts_nil,74
2024-01-26,briefingt,103269
2024-01-26,ati_all,169209
2024-01-26,hospitalityq,22868
2024-01-26,transition_deputy,47
2024-01-26,contractsa,398
2024-01-26,reclassification,11246
2024-01-26,travelq,93702
2024-01-26,wrongdoing,47
2024-01-26,travelq_nil,1990
2024-01-26,parliament_committee,271
2024-01-26,contracts,1037629
2024-01-26,reclassification_nil,859
2024-01-26,hospitalityq_nil,3265
2024-01-26,adminaircraft,20
2024-01-26,parliament_committee_deputy,240
2024-01-26,travela,489
2024-01-26,parliament_report,370
2024-01-26,qpnotes,5272
2024-01-26,dac,2917
2024-01-26,grants_nil,168
2024-01-26,grants,950533
2024-01-25,parliament_report,370
2024-01-25,travelq,93691
2024-01-25,transition,69
2024-01-25,transition_deputy,47
2024-01-25,grants_nil,167
2024-01-25,contracts,1037554
2024-01-25,travelq_nil,1988
2024-01-25,adminaircraft,20
2024-01-25,hospitalityq_nil,3264
2024-01-25,reclassification,11206
2024-01-25,reclassification_nil,856
2024-01-25,wrongdoing,47
2024-01-25,parliament_committee_deputy,240
2024-01-25,contracts_nil,74
2024-01-25,parliament_committee,271
2024-01-25,qpnotes,5272
2024-01-25,ati_all,169182
2024-01-25,dac,2907
2024-01-25,grants,949934
2024-01-25,travela,489
2024-01-25,contractsa,398
2024-01-25,briefingt,103269
2024-01-25,ati_nil,3106
2024-01-25,hospitalityq,22866
2024-01-24,contractsa,398
2024-01-24,parliament_report,370
2024-01-24,parliament_committee_deputy,240
2024-01-24,briefingt,103112
2024-01-24,qpnotes,5272
2024-01-24,reclassification,11197
2024-01-24,travelq,93680
2024-01-24,wrongdoing,47
2024-01-24,dac,2897
2024-01-24,travela,489
2024-01-24,adminaircraft,20
2024-01-24,transition,69
2024-01-24,hospitalityq,22866
2024-01-24,ati_nil,3105
2024-01-24,grants_nil,167
2024-01-24,travelq_nil,1988
2024-01-24,grants,949925
2024-01-24,hospitalityq_nil,3262
2024-01-24,ati_all,169081
2024-01-24,transition_deputy,47
2024-01-24,parliament_committee,271
2024-01-24,contracts_nil,74
2024-01-24,contracts,1037381
2024-01-24,reclassification_nil,854
2024-01-23,reclassification,11197
2024-01-23,parliament_committee_deputy,240
2024-01-23,grants_nil,167
2024-01-23,transition_deputy,47
2024-01-23,ati_nil,3104
2024-01-23,travela,489
2024-01-23,reclassification_nil,853
2024-01-23,parliament_report,370
2024-01-23,parliament_committee,271
2024-01-23,ati_all,169077
2024-01-23,adminaircraft,20
2024-01-23,hospitalityq,22859
2024-01-23,contracts,1037362
2024-01-23,dac,2897
2024-01-23,transition,69
2024-01-23,wrongdoing,47
2024-01-23,contractsa,398
2024-01-23,qpnotes,5272
2024-01-23,travelq,93607
2024-01-23,contracts_nil,74
2024-01-23,hospitalityq_nil,3261
2024-01-23,briefingt,103106
2024-01-23,grants,949656
2024-01-23,travelq_nil,1988
2024-01-22,qpnotes,5272
2024-01-22,ati_all,169041
2024-01-22,transition_deputy,47
2024-01-22,travela,489
2024-01-22,dac,2893
2024-01-22,hospitalityq_nil,3260
2024-01-22,parliament_committee_deputy,240
2024-01-22,hospitalityq,22859
2024-01-22,adminaircraft,20
2024-01-22,grants,949651
2024-01-22,ati_nil,3100
2024-01-22,reclassification_nil,849
2024-01-22,reclassification,11197
2024-01-22,contractsa,398
2024-01-22,parliament_committee,271
2024-01-22,contracts_nil,74
2024-01-22,grants_nil,167
2024-01-22,travelq_nil,1987
2024-01-22,travelq,93607
2024-01-22,contracts,1037361
2024-01-22,briefingt,103032
2024-01-22,parliament_report,370
2024-01-22,transition,69
2024-01-22,wrongdoing,47
2024-01-21,parliament_committee,271
2024-01-21,reclassification_nil,849
2024-01-21,wrongdoing,47
2024-01-21,contracts_nil,74
2024-01-21,hospitalityq,22859
2024-01-21,adminaircraft,20
2024-01-21,parliament_committee_deputy,240
2024-01-21,qpnotes,5272
2024-01-21,contracts,1037361
2024-01-21,hospitalityq_nil,3260
2024-01-21,ati_nil,3100
2024-01-21,parliament_report,370
2024-01-21,ati_all,169041
2024-01-21,contractsa,398
2024-01-21,grants_nil,167
2024-01-21,reclassification,11197
2024-01-21,briefingt,103032
2024-01-21,travelq_nil,1987
2024-01-21,travelq,93607
2024-01-21,transition_deputy,47
2024-01-21,travela,489
2024-01-21,dac,2893
2024-01-21,grants,949651
2024-01-21,transition,69
2024-01-20,hospitalityq_nil,3260
2024-01-20,reclassification,11197
2024-01-20,qpnotes,5272
2024-01-20,briefingt,103032
2024-01-20,parliament_committee_deputy,235
2024-01-20,dac,2893
2024-01-20,contractsa,398
2024-01-20,hospitalityq,22859
2024-01-20,travela,489
2024-01-20,adminaircraft,20
2024-01-20,ati_nil,3100
2024-01-20,parliament_committee,271
2024-01-20,parliament_report,370
2024-01-20,grants_nil,167
2024-01-20,grants,949651
2024-01-20,contracts,1037361
2024-01-20,ati_all,169041
2024-01-20,travelq,93607
2024-01-20,transition,69
2024-01-20,reclassification_nil,849
2024-01-20,contracts_nil,74
2024-01-20,transition_deputy,47
2024-01-20,wrongdoing,47
2024-01-20,travelq_nil,1987
2024-01-19,travelq,93556
2024-01-19,parliament_committee_deputy,235
2024-01-19,transition_deputy,47
2024-01-19,parliament_report,370
2024-01-19,parliament_committee,270
2024-01-19,travela,489
2024-01-19,briefingt,102965
2024-01-19,dac,2893
2024-01-19,travelq_nil,1987
2024-01-19,adminaircraft,20
2024-01-19,reclassification,11197
2024-01-19,hospitalityq,22851
2024-01-19,reclassification_nil,849
2024-01-19,wrongdoing,47
2024-01-19,qpnotes,5272
2024-01-19,hospitalityq_nil,3260
2024-01-19,transition,69
2024-01-19,ati_all,168984
2024-01-19,contracts_nil,74
2024-01-19,contracts,1037356
2024-01-19,grants_nil,167
2024-01-19,grants,949651
2024-01-19,ati_nil,3099
2024-01-19,contractsa,398
2024-01-18,wrongdoing,47
2024-01-18,travela,489
2024-01-18,hospitalityq,22851
2024-01-18,briefingt,102965
2024-01-18,contractsa,398
2024-01-18,ati_all,168859
2024-01-18,reclassification_nil,849
2024-01-18,grants,949645
2024-01-18,parliament_committee,268
2024-01-18,parliament_report,370
2024-01-18,ati_nil,3092
2024-01-18,transition,69
2024-01-18,qpnotes,5272
2024-01-18,parliament_committee_deputy,235
2024-01-18,reclassification,11195
2024-01-18,contracts_nil,74
2024-01-18,grants_nil,167
2024-01-18,travelq,93553
2024-01-18,adminaircraft,20
2024-01-18,transition_deputy,47
2024-01-18,dac,2889
2024-01-18,contracts,1037356
2024-01-18,hospitalityq_nil,3258
2024-01-18,travelq_nil,1987
2024-01-17,ati_all,168710
2024-01-17,dac,2889
2024-01-17,reclassification_nil,849
2024-01-17,contracts,1037356
2024-01-17,ati_nil,3090
2024-01-17,hospitalityq,22851
2024-01-17,grants_nil,167
2024-01-17,qpnotes,5272
2024-01-17,travelq,93552
2024-01-17,grants,949518
2024-01-17,parliament_report,369
2024-01-17,transition,69
2024-01-17,contractsa,398
2024-01-17,hospitalityq_nil,3255
2024-01-17,reclassification,11186
2024-01-17,wrongdoing,47
2024-01-17,parliament_committee_deputy,235
2024-01-17,travela,489
2024-01-17,contracts_nil,74
2024-01-17,briefingt,102962
2024-01-17,transition_deputy,47
2024-01-17,adminaircraft,20
2024-01-17,parliament_committee,267
2024-01-17,travelq_nil,1987
2024-01-16,grants_nil,167
2024-01-16,adminaircraft,20
2024-01-16,dac,2882
2024-01-16,parliament_report,369
2024-01-16,hospitalityq_nil,3255
2024-01-16,contracts_nil,74
2024-01-16,grants,949519
2024-01-16,parliament_committee_deputy,233
2024-01-16,travela,489
2024-01-16,hospitalityq,22851
2024-01-16,parliament_committee,267
2024-01-16,reclassification_nil,849
2024-01-16,ati_nil,3087
2024-01-16,wrongdoing,47
2024-01-16,travelq_nil,1987
2024-01-16,qpnotes,5254
2024-01-16,briefingt,102910
2024-01-16,reclassification,11173
2024-01-16,ati_all,168679
2024-01-16,transition,69
2024-01-16,contracts,1037176
2024-01-16,contractsa,398
2024-01-16,travelq,93552
2024-01-16,transition_deputy,47
2024-01-15,briefingt,102910
2024-01-15,reclassification_nil,848
2024-01-15,ati_nil,3090
2024-01-15,qpnotes,5172
2024-01-15,contracts_nil,74
2024-01-15,travelq_nil,1987
2024-01-15,hospitalityq_nil,3253
2024-01-15,transition,69
2024-01-15,transition_deputy,47
2024-01-15,wrongdoing,47
2024-01-15,parliament_committee,267
2024-01-15,contractsa,398
2024-01-15,hospitalityq,22851
2024-01-15,travela,489
2024-01-15,parliament_committee_deputy,233
2024-01-15,adminaircraft,20
2024-01-15,reclassification,11166
2024-01-15,parliament_report,369
2024-01-15,travelq,93561
2024-01-15,grants_nil,167
2024-01-15,dac,2882
2024-01-15,ati_all,168677
2024-01-15,contracts,1037153
2024-01-15,grants,949518
2024-01-14,travelq,93561
2024-01-14,ati_all,168677
2024-01-14,grants,949518
2024-01-14,adminaircraft,20
2024-01-14,travela,489
2024-01-14,grants_nil,167
2024-01-14,parliament_committee_deputy,233
2024-01-14,transition_deputy,47
2024-01-14,contractsa,398
2024-01-14,briefingt,102910
2024-01-14,contracts,1037153
2024-01-14,hospitalityq_nil,3253
2024-01-14,travelq_nil,1987
2024-01-14,parliament_report,369
2024-01-14,reclassification,11166
2024-01-14,parliament_committee,267
2024-01-14,hospitalityq,22851
2024-01-14,reclassification_nil,848
2024-01-14,dac,2882
2024-01-14,ati_nil,3090
2024-01-14,contracts_nil,74
2024-01-14,qpnotes,5172
2024-01-14,wrongdoing,47
2024-01-14,transition,69
2024-01-13,briefingt,102910
2024-01-13,travelq_nil,1987
2024-01-13,dac,2882
2024-01-13,reclassification_nil,848
2024-01-13,qpnotes,5148
2024-01-13,parliament_report,369
2024-01-13,adminaircraft,20
